# FocusGlobe native-language review coverage. Generated and updated by
# Tools/review_manifest.py -- run `sync` after changing any translation table.
#
# R = a native-speaker judgement was made on THIS key in THIS language and the
#     value was then deliberately kept or rewritten. - = not yet.
# Passing localization_audit.py is NOT review; see the script's docstring.
catalog	area	key	english	context	es	pt-BR	fr	it	de	nl	ru	ro	zh-Hans	hi
app	store-passport-friends-settings	Invite a friend and your next flight can feel less lonely.	Invite a friend and your next flight can feel less lonely.	FriendsView.swift:387	R	R	R	R	R	R	R	R	R	R
app	app-chrome	It all feels like a lot	It all feels like a lot	OnboardingView.swift:945	-	-	-	-	-	-	-	-	-	-
app	extracted	Join %@'s Flight	Join %@'s Flight		-	-	-	-	-	-	-	-	-	-
app	store-passport-friends-settings	Join Flight	Join Flight	JoinFlightView.swift:69	R	R	R	R	R	R	R	R	R	R
app	online	Join my FocusGlobe Flight	Join my FocusGlobe Flight	InviteShareSheet.swift:13	R	R	R	R	R	R	R	R	R	R
app	online	Join my FocusGlobe flight — we focus together, side by side.	Join my FocusGlobe flight — we focus together, side by side.	RoomInvitation.swift:13	R	R	R	R	R	R	R	R	R	R
app	online	Joining the Flight	Joining the Flight	OnlineJoiningView.swift:77	R	R	R	R	R	R	R	R	R	R
app	online	Joining the Global Sky	Joining the Global Sky	OnlineJoiningView.swift:74	R	R	R	R	R	R	R	R	R	R
app	passport	Journeys, focused time, current + longest streak, your longest session — plus a few unlocked badges.	Journeys, focused time, current + longest streak, your longest session — plus a few unlocked badges.	WidgetGallery.swift:39	R	R	R	R	R	R	R	R	R	R
app	home-flight	Keep Focusing	Keep Focusing	LeaveFlightConfirmation.swift:118	R	R	R	R	R	R	R	R	R	R
app	passport	Keep a fourteen-day focus streak.	Keep a fourteen-day focus streak.	PassportView.swift:489	R	R	R	R	R	R	R	R	R	R
app	passport	Keep a seven-day focus streak.	Keep a seven-day focus streak.	PassportView.swift:487	R	R	R	R	R	R	R	R	R	R
app	home-flight	Keep focusing	Keep focusing	HomeView.swift:854	R	R	R	R	R	R	R	R	R	R
app	paywall	Keep your progress and next focus within easy reach.	Keep your progress and next focus within easy reach.	AppRouter.swift:334	R	R	R	R	R	R	R	R	R	R
app	names	King	King	BalloonSkin.swift:135	R	R	R	R	R	R	R	R	R	R
app	passport	Kyoto Lantern	Kyoto Lantern	PassportView.swift:498	R	R	R	R	R	R	R	R	R	R
app	content	Kyoto Lantern Night	Kyoto Lantern Night	PassportView.swift:499	R	R	R	R	R	R	R	R	R	R
app	flight	Land a flight today to keep the streak alive	Land a flight today to keep the streak alive	StreakDetailsView.swift:233	R	R	R	R	R	R	R	R	R	R
app	flight	Land a journey today to start your streak.	Land a journey today to start your streak.	StreakDetailsView.swift:200	R	R	R	R	R	R	R	R	R	R
app	home-flight	Land now	Land now	LiquidGlass.swift:262	R	R	R	R	R	R	R	R	R	R
app	extracted	Landed	Landed	Status of a finished focus flight in the logbook, paired with 'Cancelled'. Never an action — FocusGlobe has no Land button.	-	-	-	-	-	-	-	-	-	-
app	flight	Landed today — your streak is safe	Landed today — your streak is safe	StreakDetailsView.swift:232	R	R	R	R	R	R	R	R	R	R
app	use-site-review	Landscape	Landscape	Store preview orientation.	R	R	R	R	R	R	R	R	R	R
app	onboarding	Language	Language	OnboardingView.swift:271	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Last 6 months · each square is a day with 5+ focused minutes.	Last 6 months · each square is a day with 5+ focused minutes.	PassportView.swift:112	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Learn how	Learn how	OnlineUnavailableView.swift:93	R	R	R	R	R	R	R	R	R	R
app	home-flight	Leave Flight	Leave Flight	FocusSessionViewModel.swift:34	R	R	R	R	R	R	R	R	R	R
app	flight	Leave distractions below.	Leave distractions below.	HomeViewModel.swift:10	R	R	R	R	R	R	R	R	R	R
app	home-flight	Leave flight	Leave flight	FocusSessionView.swift:1178	R	R	R	R	R	R	R	R	R	R
app	home-flight	Leave this flight?	Leave this flight?	LeaveFlightConfirmation.swift:100	R	R	R	R	R	R	R	R	R	R
app	flight	Leaving distractions below	Leaving distractions below	JourneyPhase.swift:45	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Let other pilots see your balloon while you focus online.	Let other pilots see your balloon while you focus online.	OnlineFriendsSettingsSection.swift:67	R	R	R	R	R	R	R	R	R	R
app	onboarding	Let's get started!	Let's get started!	OnboardingPlanScreens.swift:289	R	R	R	R	R	R	R	R	R	R
app	paywall	Lifetime	Lifetime	SubscriptionManager.swift:48	R	R	R	R	R	R	R	R	R	R
app	online	Links aren't allowed.	Links aren't allowed.	OnlineProfile.swift:52	R	R	R	R	R	R	R	R	R	R
app	extracted	Live	Live	FlightModeSelectorView.swift:276	-	-	-	-	-	-	-	-	-	-
app	extracted	Live. %lld focusing now	Live. %lld focusing now		-	-	-	-	-	-	-	-	-	-
app	app-chrome	Loading ad…	Loading ad…	CoinRewardsView.swift:171	-	-	-	-	-	-	-	-	-	-
app	app-chrome	Locating…	Locating…	LocationPickerView.swift:106	-	-	-	-	-	-	-	-	-	-
app	app-chrome	Location access is off	Location access is off	LocationPickerView.swift:107	-	-	-	-	-	-	-	-	-	-
app	passport	Lock Screen	Lock Screen	WidgetGallery.swift:28	R	R	R	R	R	R	R	R	R	R
app	extracted	Locked	Locked	PassportView.swift:662	-	-	-	-	-	-	-	-	-	-
app	flight	Look out at the Sky	Look out at the Sky	FocusSessionView.swift:1220	R	R	R	R	R	R	R	R	R	R
app	onboarding	Losing momentum	Losing momentum	OnboardingView.swift:971	R	R	R	R	R	R	R	R	R	R
app	content	Lunar glow	Lunar glow	BalloonSkin.swift:127	R	R	R	R	R	R	R	R	R	R
app	use-site-review	MINUTE	MINUTE	FlightSetup.swift:623	R	R	R	R	R	R	R	R	R	R
app	use-site-review	MINUTES	MINUTES	FlightSetup.swift:623	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Main Window	Main Window	StoreView.swift:790	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Main Window. Reserved to keep your Sky visible. Not available.	Main Window. Reserved to keep your Sky visible. Not available.	StoreView.swift:807	R	R	R	R	R	R	R	R	R	R
app	onboarding	Main distraction	Main distraction	OnboardingPlanScreens.swift:1092	R	R	R	R	R	R	R	R	R	R
app	paywall	Make Every Flight Yours	Make Every Flight Yours	AppRouter.swift:313	R	R	R	R	R	R	R	R	R	R
app	paywall	Make Your Cabin Yours	Make Your Cabin Yours	AppRouter.swift:314	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Manage Online Data	Manage Online Data	SettingsView.swift:450	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Manage subscription	Manage subscription	SettingsView.swift:315	R	R	R	R	R	R	R	R	R	R
app	names	Marshmallow	Marshmallow	BalloonSkin.swift:110	R	R	R	R	R	R	R	R	R	R
app	home-flight	Maybe later	Maybe later	HomeView.swift:867	R	R	R	R	R	R	R	R	R	R
app	names	Meditate	Meditate	OnboardingPlanScreens.swift:1046	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Messages, WhatsApp, AirDrop and more	Messages, WhatsApp, AirDrop and more	InvitePeopleView.swift:281	R	R	R	R	R	R	R	R	R	R
app	store-items	Mini Disco Ball	Mini Disco Ball	StoreItem.swift:529	R	R	R	R	R	R	R	R	R	R
app	store-items	Mini Sunset Projector	Mini Sunset Projector	StoreItem.swift:499	R	R	R	R	R	R	R	R	R	R
app	store-items	Mini Vinyl Record Player	Mini Vinyl Record Player	StoreItem.swift:511	R	R	R	R	R	R	R	R	R	R
app	flight	Mission credit	Mission credit	LeaveFlightConfirmation.swift:65	R	R	R	R	R	R	R	R	R	R
app	paywall	Monthly	Monthly	SubscriptionManager.swift:49	R	R	R	R	R	R	R	R	R	R
app	names	Moon	Moon	BalloonSkin.swift:126	R	R	R	R	R	R	R	R	R	R
app	store-items	Moon and Stars Mobile	Moon and Stars Mobile	StoreItem.swift:535	R	R	R	R	R	R	R	R	R	R
app	content	Moonlit glow	Moonlit glow	Vehicle.swift:30	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	More options	More options	FriendsView.swift:347	R	R	R	R	R	R	R	R	R	R
app	use-site-review	Move	Move	StoreView.swift:308	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Move Here	Move Here	StoreView.swift:572	-	-	-	-	-	-	-	-	-	-
app	app-chrome	Move to	Move to	StoreView.swift:711	-	-	-	-	-	-	-	-	-	-
app	store-items	Mushroom Lamp	Mushroom Lamp	StoreItem.swift:493	R	R	R	R	R	R	R	R	R	R
app	flight	My Expedition Page	My Expedition Page	BoardingView.swift:211	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	My Focus Journey	My Focus Journey	FocusConsistency.swift:472	R	R	R	R	R	R	R	R	R	R
app	onboarding	My phone	My phone	OnboardingView.swift:969	R	R	R	R	R	R	R	R	R	R
app	app-chrome	My phone pulls me in	My phone pulls me in	OnboardingView.swift:942	-	-	-	-	-	-	-	-	-	-
app	extracted	NEW	NEW	DestinationPostcard.swift:85	-	-	-	-	-	-	-	-	-	-
app	onboarding	Name	Name	SettingsView.swift:128	R	R	R	R	R	R	R	R	R	R
app	flight	Names and times are hidden	Names and times are hidden	FocusSessionView.swift:1236	R	R	R	R	R	R	R	R	R	R
app	flight	Names and times stay visible	Names and times stay visible	FocusSessionView.swift:1235	R	R	R	R	R	R	R	R	R	R
app	content	Nature Sky	Nature Sky	FocusSky.swift:257	R	R	R	R	R	R	R	R	R	R
app	notifications	Need to study? Start with one calm expedition.	Need to study? Start with one calm expedition.	NotificationService.swift:356	R	R	R	R	R	R	R	R	R	R
app	misc	Neon calm and soft rain	Neon calm and soft rain	HomeView.swift:966	R	R	R	R	R	R	R	R	R	R
app	flight	Next Sky	Next Sky	HomeView.swift:584	R	R	R	R	R	R	R	R	R	R
app	content	Night Balloon	Night Balloon	Vehicle.swift:29	R	R	R	R	R	R	R	R	R	R
app	passport	Night Owl	Night Owl	PassportView.swift:490	R	R	R	R	R	R	R	R	R	R
app	paywall	No Ads	No Ads	AppRouter.swift:422	R	R	R	R	R	R	R	R	R	R
app	app-chrome	No active purchases found to restore.	No active purchases found to restore.	SubscriptionManager.swift:477	-	-	-	-	-	-	-	-	-	-
app	store-passport-friends-settings	No ads · Exclusive Skies · online flights	No ads · Exclusive Skies · online flights	SettingsView.swift:330	R	R	R	R	R	R	R	R	R	R
app	app-chrome	No apps chosen yet	No apps chosen yet	FocusShieldSettingsSection.swift:51	-	-	-	-	-	-	-	-	-	-
app	paywall	No charge today. Then %@. Cancel anytime.	No charge today. Then %@. Cancel anytime.		R	R	R	R	R	R	R	R	R	R
app	app-chrome	No cities found	No cities found	LocationPickerView.swift:42	-	-	-	-	-	-	-	-	-	-
app	store-passport-friends-settings	No crew yet	No crew yet	FriendsView.swift:384	R	R	R	R	R	R	R	R	R	R
app	home-flight	No destinations in this range	No destinations in this range	RouteSelectionView.swift:224	R	R	R	R	R	R	R	R	R	R
app	home-flight	No expeditions yet	No expeditions yet	HistoryView.swift:36	R	R	R	R	R	R	R	R	R	R
app	online	No internet connection.	No internet connection.	OnlineState.swift:28	R	R	R	R	R	R	R	R	R	R
app	onboarding	No sense of progress	No sense of progress	OnboardingPlanScreens.swift:1122	R	R	R	R	R	R	R	R	R	R
app	app-chrome	No spin yet — the video has to finish to earn your coins. If it didn't load, try again shortly.	No spin yet — the video has to finish to earn your coins. If it didn't load, try again shortly.	CoinRewardsView.swift:227	-	-	-	-	-	-	-	-	-	-
app	extracted	No. %lld	No. %lld		-	-	-	-	-	-	-	-	-	-
app	app-chrome	None selected yet	None selected yet	FocusShieldPickerView.swift:255	-	-	-	-	-	-	-	-	-	-
app	content	Northern Aurora	Northern Aurora	PassportView.swift:502	R	R	R	R	R	R	R	R	R	R
app	misc	Northern lights for deep work	Northern lights for deep work	HomeView.swift:965	R	R	R	R	R	R	R	R	R	R
app	flight	Not checked in.	Not checked in.	FlightSetup.swift:1541	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Not now	Not now	JoinFlightView.swift:79	R	R	R	R	R	R	R	R	R	R
app	online	Not ready	Not ready	LobbySeatGrid.swift:70	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Not set yet	Not set yet	OnboardingPlanScreens.swift:1009	-	-	-	-	-	-	-	-	-	-
app	names	Notebook	Notebook	StoreItem.swift:426	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Nothing to restore.	Nothing to restore.	SettingsView.swift:342	-	-	-	-	-	-	-	-	-	-
app	flight	Notifications and apps stay on	Notifications and apps stay on	FlightSetup.swift:1234	R	R	R	R	R	R	R	R	R	R
app	onboarding	Now	Now	OnboardingPlanScreens.swift:372	R	R	R	R	R	R	R	R	R	R
app	onboarding	Now playing	Now playing	OnboardingView.swift:888	R	R	R	R	R	R	R	R	R	R
app	extracted	Occupied	Occupied	A Cabin placement slot that already holds another item.	-	-	-	-	-	-	-	-	-	-
app	extracted	Occupied by another item	Occupied by another item		-	-	-	-	-	-	-	-	-	-
app	content	On the bench, in the middle	On the bench, in the middle	StoreItem.swift:69	R	R	R	R	R	R	R	R	R	R
app	content	On the bench, left side	On the bench, left side	StoreItem.swift:68	R	R	R	R	R	R	R	R	R	R
app	content	On the floor, right side	On the floor, right side	StoreItem.swift:76	R	R	R	R	R	R	R	R	R	R
app	content	On the left hook	On the left hook	StoreItem.swift:72	R	R	R	R	R	R	R	R	R	R
app	content	On the left wall	On the left wall	StoreItem.swift:70	R	R	R	R	R	R	R	R	R	R
app	content	On the right hook	On the right hook	StoreItem.swift:73	R	R	R	R	R	R	R	R	R	R
app	content	On the right wall	On the right wall	StoreItem.swift:71	R	R	R	R	R	R	R	R	R	R
app	content	On the table, in the middle	On the table, in the middle	StoreItem.swift:66	R	R	R	R	R	R	R	R	R	R
app	content	On the table, left side	On the table, left side	StoreItem.swift:65	R	R	R	R	R	R	R	R	R	R
app	content	On the table, right side	On the table, right side	StoreItem.swift:67	R	R	R	R	R	R	R	R	R	R
app	notifications	One calm flight can finish today	One calm flight can finish today	NotificationService.swift:250	R	R	R	R	R	R	R	R	R	R
app	notifications	One focused drift before the day ends?	One focused drift before the day ends?	NotificationService.swift:340	R	R	R	R	R	R	R	R	R	R
app	notifications	One focused session before distractions win.	One focused session before distractions win.	NotificationService.swift:357	R	R	R	R	R	R	R	R	R	R
app	online	One moment…	One moment…	OnlineUnavailableView.swift:24	R	R	R	R	R	R	R	R	R	R
app	paywall	One payment. Yours forever.	One payment. Yours forever.	PaywallView.swift:516	R	R	R	R	R	R	R	R	R	R
app	onboarding	One place built for focus	One place built for focus	OnboardingPlanScreens.swift:1126	R	R	R	R	R	R	R	R	R	R
app	notifications	One short expedition keeps your focus streak alive.	One short expedition keeps your focus streak alive.	NotificationService.swift:344	R	R	R	R	R	R	R	R	R	R
app	names	Online	Online	FlightSetup.swift:1485	R	R	R	R	R	R	R	R	R	R
app	paywall	Online & Friends	Online & Friends	AppRouter.swift:415	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Online & Friends Settings	Online & Friends Settings	OnlineFriendsSettingsSection.swift:18	R	R	R	R	R	R	R	R	R	R
app	online	Online Flights use a private FocusGlobe account with Sign in with Apple — you appear only as an anonymous alias.	Online Flights use a private FocusGlobe account with Sign in with Apple — you appear only as an anonymous alias.	OnlineUnavailableView.swift:30	R	R	R	R	R	R	R	R	R	R
app	paywall	Online Mode	Online Mode	PaywallView.swift:1119	R	R	R	R	R	R	R	R	R	R
app	online	Online is down for maintenance.	Online is down for maintenance.	OnlineState.swift:33	R	R	R	R	R	R	R	R	R	R
app	online	Online is temporarily unavailable	Online is temporarily unavailable	OnlineUnavailableView.swift:25	R	R	R	R	R	R	R	R	R	R
app	online	Online is temporarily unavailable.	Online is temporarily unavailable.	OnlineState.swift:29	R	R	R	R	R	R	R	R	R	R
app	online	Online profile ready	Online profile ready	OnlineSignInView.swift:30	R	R	R	R	R	R	R	R	R	R
app	paywall	Only %@	Only %@		R	R	R	R	R	R	R	R	R	R
app	online	Only letters, numbers, spaces and _ are allowed.	Only letters, numbers, spaces and _ are allowed.	OnlineProfile.swift:47	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Only the host can invite new pilots.	Only the host can invite new pilots.	InvitePeopleView.swift:246	R	R	R	R	R	R	R	R	R	R
app	extracted	Open	Open	Verb on the button that opens a Focus Room lobby. For the boarding-pass shield field, see 'Unrestricted'.	-	-	-	-	-	-	-	-	-	-
app	store-passport-friends-settings	Open Settings	Open Settings	FocusShieldPickerView.swift:190	R	R	R	R	R	R	R	R	R	R
app	passport	Open focus	Open focus	PassportView.swift:361	R	R	R	R	R	R	R	R	R	R
app	notifications	Open your daily gift before it flies away.	Open your daily gift before it flies away.	NotificationService.swift:246	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Opens preview and how to add	Opens preview and how to add	WidgetGallery.swift:89	R	R	R	R	R	R	R	R	R	R
app	onboarding	Opens sign in with Apple.	Opens sign in with Apple.	OnboardingView.swift:234	R	R	R	R	R	R	R	R	R	R
app	passport	Own at least one cabin decoration from the Store.	Own at least one cabin decoration from the Store.	PassportView.swift:514	R	R	R	R	R	R	R	R	R	R
app	extracted	Owned	Owned	A Store item the pilot already has in their collection.	-	-	-	-	-	-	-	-	-	-
app	use-site-review	Owned.	Owned.	StoreView.swift:942	R	R	R	R	R	R	R	R	R	R
app	extracted	PASSPORT	PASSPORT	WidgetGallery.swift:307	-	-	-	-	-	-	-	-	-	-
app	extracted	PLAYING	PLAYING	FocusSessionView.swift:969	-	-	-	-	-	-	-	-	-	-
app	paywall	PRO FEATURE	PRO FEATURE	PaywallView.swift:1095	R	R	R	R	R	R	R	R	R	R
app	passport	PRO Pilot	PRO Pilot	PassportView.swift:519	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	PRO is active	PRO is active	SettingsView.swift:308	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Pack a focus on your next flight to build your mix.	Pack a focus on your next flight to build your mix.	PassportView.swift:380	R	R	R	R	R	R	R	R	R	R
app	flight	Pack your focus	Pack your focus	FlightSetup.swift:366	R	R	R	R	R	R	R	R	R	R
app	content	Paper Balloon	Paper Balloon	Vehicle.swift:38	R	R	R	R	R	R	R	R	R	R
app	names	Participants	Participants	FocusSessionView.swift:1251	R	R	R	R	R	R	R	R	R	R
app	names	Passport	Passport	AppShell.swift:44	R	R	R	R	R	R	R	R	R	R
app	names	Passport Dashboard	Passport Dashboard	WidgetGallery.swift:38	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Paste the App Store link anywhere	Paste the App Store link anywhere	InvitePeopleView.swift:295	R	R	R	R	R	R	R	R	R	R
app	store-items	Pastel Insulated Tumbler	Pastel Insulated Tumbler	StoreItem.swift:481	R	R	R	R	R	R	R	R	R	R
app	paywall	Pause When Needed	Pause When Needed	AppRouter.swift:322	R	R	R	R	R	R	R	R	R	R
app	home-flight	Paused. Tap to resume.	Paused. Tap to resume.	FocusSessionView.swift:825	R	R	R	R	R	R	R	R	R	R
app	notifications	Pick a destination and give yourself 25 minutes.	Pick a destination and give yourself 25 minutes.	NotificationService.swift:350	R	R	R	R	R	R	R	R	R	R
app	flight	Pick a route. Stay focused until you land.	Pick a route. Stay focused until you land.	HomeViewModel.swift:9	R	R	R	R	R	R	R	R	R	R
app	notifications	Pick up the route you started whenever you're ready.	Pick up the route you started whenever you're ready.	NotificationService.swift:305	R	R	R	R	R	R	R	R	R	R
app	onboarding	Pick your focus atmosphere	Pick your focus atmosphere	OnboardingPlanScreens.swift:822	R	R	R	R	R	R	R	R	R	R
app	online	Pilot is no longer flying.	Pilot is no longer flying.	PilotProfileSheet.swift:188	R	R	R	R	R	R	R	R	R	R
app	use-site-review	Place	Place	StoreView.swift:314	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Place Item	Place Item	StoreView.swift:572	-	-	-	-	-	-	-	-	-	-
app	app-chrome	Place in	Place in	StoreView.swift:711	-	-	-	-	-	-	-	-	-	-
app	content	Planets, a dense starfield, and complete cosmic silence.	Planets, a dense starfield, and complete cosmic silence.	FocusSky.swift:300	R	R	R	R	R	R	R	R	R	R
app	paywall	Plans are unavailable right now.	Plans are unavailable right now.	PaywallView.swift:409	R	R	R	R	R	R	R	R	R	R
app	passport	Playing on flights	Playing on flights	PassportView.swift:907	R	R	R	R	R	R	R	R	R	R
app	home-flight	Playing…	Playing…	LandingView.swift:176	R	R	R	R	R	R	R	R	R	R
app	paywall	Please check your connection and try again.	Please check your connection and try again.	PaywallView.swift:412	R	R	R	R	R	R	R	R	R	R
app	online	Please pick a friendlier name.	Please pick a friendlier name.	OnlineProfile.swift:55	R	R	R	R	R	R	R	R	R	R
app	online	Please sign in again	Please sign in again	OnlineUnavailableView.swift:22	R	R	R	R	R	R	R	R	R	R
app	online	Please sign in again.	Please sign in again.	OnlineState.swift:31	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Please try again in a moment.	Please try again in a moment.	InvitePeopleView.swift:154	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Please wait before creating another private flight.	Please wait before creating another private flight.	InvitePeopleView.swift:182	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Popular	Popular	LocationPickerView.swift:17	-	-	-	-	-	-	-	-	-	-
app	use-site-review	Portrait	Portrait	Store preview orientation.	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Postcard unlocked	Postcard unlocked	DestinationPostcard.swift:70	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Prepare Expedition	Prepare Expedition	RouteSelectionView.swift:212	-	-	-	-	-	-	-	-	-	-
app	online	Preparing your invite…	Preparing your invite…	FocusSessionView.swift:251	R	R	R	R	R	R	R	R	R	R
app	onboarding	Preparing your setup…	Preparing your setup…	OnboardingPlanScreens.swift:190	R	R	R	R	R	R	R	R	R	R
app	home-flight	Press and hold to open the leave confirmation.	Press and hold to open the leave confirmation.	FocusSessionView.swift:1179	R	R	R	R	R	R	R	R	R	R
app	extracted	Preview	Preview	Look at a balloon skin or Cabin item before buying it.	-	-	-	-	-	-	-	-	-	-
app	extracted	Preview %@	Preview %@		-	-	-	-	-	-	-	-	-	-
app	extracted	Previewing	Previewing	StoreView.swift:298	-	-	-	-	-	-	-	-	-	-
app	flight	Previous Sky	Previous Sky	HomeView.swift:584	R	R	R	R	R	R	R	R	R	R
app	paywall	Privacy	Privacy	PaywallView.swift:479	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Privacy & Data	Privacy & Data	SettingsView.swift:434	R	R	R	R	R	R	R	R	R	R
app	onboarding	Privacy Policy	Privacy Policy	OnboardingView.swift:1087	R	R	R	R	R	R	R	R	R	R
app	names	Private	Private	FlightModeSelectorView.swift:49	R	R	R	R	R	R	R	R	R	R
app	online	Private invitation link — only pilots with this link can join, and it expires on its own.	Private invitation link — only pilots with this link can join, and it expires on its own.	InvitePeopleView.swift:135	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Private room unavailable	Private room unavailable	InvitePeopleView.swift:205	R	R	R	R	R	R	R	R	R	R
app	paywall	Products unavailable	Products unavailable	PaywallView.swift:691	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Products unavailable. Please try again later.	Products unavailable. Please try again later.	SubscriptionManager.swift:447	-	-	-	-	-	-	-	-	-	-
app	onboarding	Progress you can see	Progress you can see	OnboardingPlanScreens.swift:1128	R	R	R	R	R	R	R	R	R	R
app	paywall	Protect the calm from take-off through landing.	Protect the calm from take-off through landing.	AppRouter.swift:336	R	R	R	R	R	R	R	R	R	R
app	use-site-review	Protected	Protected	Boarding-pass field: apps are blocked by Focus Shield.	R	R	R	R	R	R	R	R	R	R
app	home-flight	Protected flights ground your chosen apps for the whole journey, so the sky stays yours.	Protected flights ground your chosen apps for the whole journey, so the sky stays yours.	FlightSetup.swift:1190	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Purchase couldn't be completed. Please try again.	Purchase couldn't be completed. Please try again.	SubscriptionManager.swift:459	-	-	-	-	-	-	-	-	-	-
app	app-chrome	Purchases restored.	Purchases restored.	SettingsView.swift:342	-	-	-	-	-	-	-	-	-	-
app	content	Purple-blue nebula mist and distant stars, drifting slowly.	Purple-blue nebula mist and distant stars, drifting slowly.	FocusSky.swift:293	R	R	R	R	R	R	R	R	R	R
app	onboarding	Putting it off	Putting it off	OnboardingView.swift:970	R	R	R	R	R	R	R	R	R	R
app	extracted	READY	READY	FlightSetup.swift:1665	-	-	-	-	-	-	-	-	-	-
app	extracted	RETURN	RETURN	The return leg printed on a boarding pass. Not a Back button.	-	-	-	-	-	-	-	-	-	-
app	content	Rainy Tokyo	Rainy Tokyo	PassportView.swift:494	R	R	R	R	R	R	R	R	R	R
app	passport	Reach 1,000 total focused minutes.	Reach 1,000 total focused minutes.	PassportView.swift:483	R	R	R	R	R	R	R	R	R	R
app	passport	Reach 100 total focused minutes.	Reach 100 total focused minutes.	PassportView.swift:479	R	R	R	R	R	R	R	R	R	R
app	passport	Reach 500 total focused minutes.	Reach 500 total focused minutes.	PassportView.swift:481	R	R	R	R	R	R	R	R	R	R
app	names	Reach a %lld-day streak or upgrade to FocusGlobe PRO to unlock %@.	Reach a %lld-day streak or upgrade to FocusGlobe PRO to unlock %@. | plural: Reach a %1$lld-day streak or upgrade to FocusGlobe PRO to unlock %2$@.		R	R	R	R	R	R	R	R	R	R
app	names	Read	Read	OnboardingPlanScreens.swift:1045	R	R	R	R	R	R	R	R	R	R
app	extracted	Ready	Ready	FlightSetup.swift:1355	-	-	-	-	-	-	-	-	-	-
app	notifications	Ready for another quiet flight?	Ready for another quiet flight?	NotificationService.swift:264	R	R	R	R	R	R	R	R	R	R
app	notifications	Ready for one focused expedition?	Ready for one focused expedition?	NotificationService.swift:339	R	R	R	R	R	R	R	R	R	R
app	passport	Ready for takeoff	Ready for takeoff	PassportView.swift:190	R	R	R	R	R	R	R	R	R	R
app	content	Ready for the skies	Ready for the skies	BalloonSkin.swift:120	R	R	R	R	R	R	R	R	R	R
app	flight	Ready to drift?	Ready to drift?	HomeViewModel.swift:8	R	R	R	R	R	R	R	R	R	R
app	home-flight	Ready to fly	Ready to fly	FlightSetup.swift:1505	R	R	R	R	R	R	R	R	R	R
app	passport	Recent landings	Recent landings	PassportView.swift:273	R	R	R	R	R	R	R	R	R	R
app	online	Reconnect to fly with other pilots.	Reconnect to fly with other pilots.	OnlineUnavailableView.swift:31	R	R	R	R	R	R	R	R	R	R
app	home-flight	Reconnecting…	Reconnecting…	FocusSessionView.swift:618	R	R	R	R	R	R	R	R	R	R
app	names	Reflect	Reflect	OnboardingPlanScreens.swift:1048	R	R	R	R	R	R	R	R	R	R
app	names	Reminders	Reminders	SettingsView.swift:296	R	R	R	R	R	R	R	R	R	R
app	extracted	Remove	Remove	Remove a friend from the crew list.	-	-	-	-	-	-	-	-	-	-
app	store-passport-friends-settings	Remove from Crew	Remove from Crew	FriendsView.swift:338	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Remove from Crew?	Remove from Crew?	FriendsView.swift:164	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Replace one item	Replace one item	StoreView.swift:676	R	R	R	R	R	R	R	R	R	R
app	use-site-review	Replace…	Replace…	StoreView.swift:314	R	R	R	R	R	R	R	R	R	R
app	extracted	Report	Report	AmbientPilotsLayer.swift:500	-	-	-	-	-	-	-	-	-	-
app	store-passport-friends-settings	Report this pilot?	Report this pilot?	PilotProfileSheet.swift:141	R	R	R	R	R	R	R	R	R	R
